Card,Data da alteração,Objeto alterado,Valor anterior,Valor posterior
121211,2025-12-18,status,In Refinement,In Progress
121211,2025-12-22,status,In Progress,Done
116441,2025-10-07,status,Backlog,Triage
116441,2025-10-09,status,Triage,For Refinement
116441,2025-10-10,status,For Refinement,In Refinement
116441,2025-10-12,status,In Refinement,For Technical Analysis
116441,2025-10-13,status,For Technical Analysis,In Technical Analysis
116441,2025-10-14,status,In Technical Analysis,Ready for Development
116441,2025-10-16,status,Ready for Development,In Development
116441,2025-10-17,status,In Development,For Release
116441,2025-10-19,status,For Release,Waiting Information
119459,2025-07-21,status,Lista de desejos,Backlog
119459,2025-07-25,status,Backlog,Triage
119459,2025-07-28,status,Triage,For Refinement
119459,2025-08-01,status,For Refinement,In Refinement
119459,2025-08-04,status,In Refinement,In Progress
119459,2025-08-08,status,In Progress,Done
124384,2025-02-01,status,Backlog,Triage
124384,2025-02-18,status,Triage,For Refinement
113703,2025-04-09,status,Lista de desejos,Backlog
113703,2025-04-13,status,Backlog,Triage
113703,2025-04-16,status,Triage,For Refinement
113703,2025-04-20,status,For Refinement,In Refinement
113703,2025-04-23,status,In Refinement,In Progress
113703,2025-04-27,status,In Progress,Done
112483,2025-04-20,status,Backlog,Triage
120304,2025-05-04,status,Backlog,Triage
120304,2025-05-15,status,Triage,For Refinement
120944,2025-03-01,status,Lista de desejos,Backlog
120944,2025-03-03,status,Backlog,Triage
120944,2025-03-06,status,Triage,For Refinement
120944,2025-03-09,status,For Refinement,In Refinement
120944,2025-03-12,status,In Refinement,In Progress
120944,2025-03-14,status,In Progress,Done
115767,2025-05-02,status,Lista de desejos,Backlog
115767,2025-05-04,status,Backlog,Triage
115767,2025-05-06,status,Triage,For Refinement
115767,2025-05-08,status,For Refinement,In Refinement
115767,2025-05-10,status,In Refinement,In Progress
115767,2025-05-12,status,In Progress,Done
115767,2025-05-14,status,Done,Canceled
121860,2025-10-01,status,Lista de desejos,Backlog
121860,2025-10-05,status,Backlog,Triage
121860,2025-10-08,status,Triage,For Refinement
121860,2025-10-12,status,For Refinement,In Refinement
121860,2025-10-15,status,In Refinement,In Progress
121860,2025-10-19,status,In Progress,Done
123579,2025-05-22,status,Backlog,Triage
123579,2025-05-26,status,Triage,For Refinement
123579,2025-05-29,status,For Refinement,In Refinement
123579,2025-06-02,status,In Refinement,For Technical Analysis
104684,2025-05-17,status,Lista de desejos,Backlog
104684,2025-05-20,status,Backlog,Triage
104684,2025-05-23,status,Triage,For Refinement
104684,2025-05-27,status,For Refinement,In Refinement
104684,2025-05-30,status,In Refinement,In Progress
104684,2025-06-02,status,In Progress,Done
111956,2025-09-23,status,Lista de desejos,Backlog
111956,2025-09-28,status,Backlog,Triage
111956,2025-10-02,status,Triage,For Refinement
111956,2025-10-06,status,For Refinement,In Refinement
111956,2025-10-10,status,In Refinement,In Progress
111956,2025-10-15,status,In Progress,Done
102612,2025-06-11,status,Backlog,Triage
102612,2025-06-16,status,Triage,For Refinement
102612,2025-06-21,status,For Refinement,In Refinement
102612,2025-06-26,status,In Refinement,For Technical Analysis
102612,2025-07-02,status,For Technical Analysis,In Technical Analysis
102612,2025-07-07,status,In Technical Analysis,Ready for Development
102612,2025-07-12,status,Ready for Development,In Development
102612,2025-07-17,status,In Development,For Release
123923,2025-07-16,status,Backlog,Triage
123923,2025-07-19,status,Triage,For Refinement
123923,2025-07-23,status,For Refinement,In Refinement
123923,2025-07-26,status,In Refinement,For Technical Analysis
123923,2025-07-30,status,For Technical Analysis,In Technical Analysis
123923,2025-08-02,status,In Technical Analysis,Ready for Development
115715,2025-05-26,status,Lista de desejos,Backlog
115715,2025-05-29,status,Backlog,Triage
115715,2025-06-01,status,Triage,For Refinement
115715,2025-06-03,status,For Refinement,In Refinement
115715,2025-06-06,status,In Refinement,In Progress
115715,2025-06-09,status,In Progress,Done
113977,2025-08-28,status,Lista de desejos,Backlog
113977,2025-08-31,status,Backlog,Triage
113977,2025-09-03,status,Triage,For Refinement
113977,2025-09-07,status,For Refinement,In Refinement
113977,2025-09-10,status,In Refinement,In Progress
113977,2025-09-13,status,In Progress,Done
116878,2025-08-03,status,Lista de desejos,Backlog
116878,2025-08-07,status,Backlog,Triage
116878,2025-08-11,status,Triage,For Refinement
116878,2025-08-14,status,For Refinement,In Refinement
116878,2025-08-18,status,In Refinement,In Progress
116878,2025-08-22,status,In Progress,Done
106608,2025-05-20,status,Backlog,Triage
106608,2025-05-22,status,Triage,For Refinement
106608,2025-05-24,status,For Refinement,In Refinement
106608,2025-05-26,status,In Refinement,For Technical Analysis
106608,2025-05-28,status,For Technical Analysis,In Technical Analysis
122767,2025-07-28,status,Lista de desejos,Backlog
122767,2025-08-02,status,Backlog,Triage
122767,2025-08-06,status,Triage,For Refinement
122767,2025-08-10,status,For Refinement,In Refinement
122767,2025-08-14,status,In Refinement,In Progress
122767,2025-08-19,status,In Progress,Done
123370,2025-11-13,status,Lista de desejos,Backlog
123370,2025-11-15,status,Backlog,Triage
123370,2025-11-17,status,Triage,For Refinement
123370,2025-11-18,status,For Refinement,In Refinement
123370,2025-11-20,status,In Refinement,In Progress
123370,2025-11-22,status,In Progress,Done
113783,2025-11-17,status,Lista de desejos,Backlog
113783,2025-11-20,status,Backlog,Triage
113783,2025-11-23,status,Triage,For Refinement
113783,2025-11-26,status,For Refinement,In Refinement
113783,2025-11-29,status,In Refinement,In Progress
113783,2025-12-02,status,In Progress,Done
118339,2025-12-20,status,Lista de desejos,Backlog
118339,2025-12-24,status,Backlog,Triage
118339,2025-12-27,status,Triage,For Refinement
118339,2025-12-30,status,For Refinement,In Refinement
118339,2026-01-02,status,In Refinement,In Progress
118339,2026-01-06,status,In Progress,Done
110082,2025-07-13,status,Lista de desejos,Backlog
110082,2025-07-17,status,Backlog,Triage
110082,2025-07-21,status,Triage,For Refinement
110082,2025-07-24,status,For Refinement,In Refinement
110082,2025-07-28,status,In Refinement,In Progress
110082,2025-08-01,status,In Progress,Done
107558,2025-10-13,status,Lista de desejos,Backlog
107558,2025-10-16,status,Backlog,Triage
107558,2025-10-19,status,Triage,For Refinement
107558,2025-10-23,status,For Refinement,In Refinement
107558,2025-10-26,status,In Refinement,In Progress
107558,2025-10-29,status,In Progress,Done
124957,2025-08-24,status,Backlog,Triage
124957,2025-08-28,status,Triage,For Refinement
124957,2025-08-31,status,For Refinement,In Refinement
123374,2025-03-05,status,Lista de desejos,Backlog
123374,2025-03-08,status,Backlog,Triage
123374,2025-03-11,status,Triage,For Refinement
123374,2025-03-15,status,For Refinement,In Refinement
123374,2025-03-18,status,In Refinement,In Progress
123374,2025-03-21,status,In Progress,Done
110048,2025-08-18,status,Lista de desejos,Backlog
110048,2025-08-22,status,Backlog,Triage
110048,2025-08-26,status,Triage,For Refinement
110048,2025-08-31,status,For Refinement,In Refinement
110048,2025-09-04,status,In Refinement,In Progress
110048,2025-09-08,status,In Progress,Done
121516,2025-09-19,status,Lista de desejos,Backlog
121516,2025-09-22,status,Backlog,Triage
121516,2025-09-26,status,Triage,For Refinement
121516,2025-09-29,status,For Refinement,In Refinement
121516,2025-10-03,status,In Refinement,In Progress
121516,2025-10-06,status,In Progress,Done
100907,2025-03-23,status,Backlog,Triage
100907,2025-03-26,status,Triage,For Refinement
100907,2025-03-30,status,For Refinement,In Refinement
100907,2025-04-02,status,In Refinement,For Technical Analysis
100907,2025-04-06,status,For Technical Analysis,In Technical Analysis
100907,2025-04-10,status,In Technical Analysis,Ready for Development
100907,2025-04-13,status,Ready for Development,In Development
100907,2025-04-17,status,In Development,For Release
100907,2025-04-20,status,For Release,Waiting Information
117031,2025-08-14,status,Lista de desejos,Backlog
117031,2025-08-18,status,Backlog,Triage
117031,2025-08-22,status,Triage,For Refinement
117031,2025-08-27,status,For Refinement,In Refinement
117031,2025-08-31,status,In Refinement,In Progress
117031,2025-09-04,status,In Progress,Done
113817,2025-02-21,status,Lista de desejos,Backlog
113817,2025-02-22,status,Backlog,Triage
113817,2025-02-24,status,Triage,For Refinement
113817,2025-02-25,status,For Refinement,In Refinement
113817,2025-02-27,status,In Refinement,In Progress
113817,2025-02-28,status,In Progress,Done
103456,2025-01-03,status,Lista de desejos,Backlog
103456,2025-01-05,status,Backlog,Triage
103456,2025-01-07,status,Triage,For Refinement
103456,2025-01-09,status,For Refinement,In Refinement
103456,2025-01-11,status,In Refinement,In Progress
103456,2025-01-13,status,In Progress,Done
103456,2025-01-15,status,Done,Canceled
124771,2025-05-31,status,Lista de desejos,Backlog
124771,2025-06-05,status,Backlog,Triage
124771,2025-06-09,status,Triage,For Refinement
124771,2025-06-13,status,For Refinement,In Refinement
124771,2025-06-17,status,In Refinement,In Progress
124771,2025-06-22,status,In Progress,Done
103298,2025-05-03,status,Lista de desejos,Backlog
103298,2025-05-04,status,Backlog,Triage
103298,2025-05-05,status,Triage,For Refinement
103298,2025-05-07,status,For Refinement,In Refinement
103298,2025-05-09,status,In Refinement,In Progress
103298,2025-05-10,status,In Progress,Done
103298,2025-05-11,status,Done,Canceled
100206,2025-08-01,status,Backlog,Triage
100206,2025-08-09,status,Triage,For Refinement
100206,2025-08-16,status,For Refinement,In Refinement
100206,2025-08-24,status,In Refinement,For Technical Analysis
100206,2025-08-31,status,For Technical Analysis,In Technical Analysis
100206,2025-09-08,status,In Technical Analysis,Ready for Development
102464,2025-09-15,status,Lista de desejos,Backlog
102464,2025-09-18,status,Backlog,Triage
102464,2025-09-21,status,Triage,For Refinement
102464,2025-09-23,status,For Refinement,In Refinement
102464,2025-09-26,status,In Refinement,In Progress
102464,2025-09-29,status,In Progress,Done
103722,2025-06-08,status,Backlog,Triage
103722,2025-06-20,status,Triage,For Refinement
103722,2025-07-01,status,For Refinement,In Refinement
123997,2025-06-08,status,Backlog,Triage
124028,2025-08-28,status,Lista de desejos,Backlog
124028,2025-08-30,status,Backlog,Triage
124028,2025-09-01,status,Triage,For Refinement
124028,2025-09-02,status,For Refinement,In Refinement
124028,2025-09-04,status,In Refinement,In Progress
124028,2025-09-06,status,In Progress,Done
124043,2025-04-04,status,Lista de desejos,Backlog
124043,2025-04-06,status,Backlog,Triage
124043,2025-04-07,status,Triage,For Refinement
124043,2025-04-09,status,For Refinement,In Refinement
124043,2025-04-10,status,In Refinement,In Progress
124043,2025-04-12,status,In Progress,Done
104235,2025-02-15,status,Backlog,Triage
104235,2025-02-21,status,Triage,For Refinement
104235,2025-02-27,status,For Refinement,In Refinement
104235,2025-03-06,status,In Refinement,For Technical Analysis
104235,2025-03-12,status,For Technical Analysis,In Technical Analysis
104235,2025-03-18,status,In Technical Analysis,Ready for Development
114160,2025-08-18,status,Lista de desejos,Backlog
114160,2025-08-20,status,Backlog,Triage
114160,2025-08-22,status,Triage,For Refinement
114160,2025-08-24,status,For Refinement,In Refinement
114160,2025-08-26,status,In Refinement,In Progress
114160,2025-08-28,status,In Progress,Done
108837,2025-07-01,status,Backlog,Triage
108837,2025-07-07,status,Triage,For Refinement
108837,2025-07-13,status,For Refinement,In Refinement
108837,2025-07-19,status,In Refinement,For Technical Analysis
100521,2025-08-14,status,Backlog,Triage
100521,2025-08-17,status,Triage,For Refinement
100521,2025-08-21,status,For Refinement,In Refinement
100521,2025-08-24,status,In Refinement,For Technical Analysis
100521,2025-08-27,status,For Technical Analysis,In Technical Analysis
100521,2025-08-31,status,In Technical Analysis,Ready for Development
100521,2025-09-03,status,Ready for Development,In Development
121895,2025-10-17,status,Backlog,Triage
121895,2025-10-21,status,Triage,For Refinement
121895,2025-10-24,status,For Refinement,In Refinement
121895,2025-10-27,status,In Refinement,For Technical Analysis
121895,2025-10-30,status,For Technical Analysis,In Technical Analysis
121895,2025-11-03,status,In Technical Analysis,Ready for Development
100569,2025-08-06,status,Backlog,Triage
111952,2025-06-15,status,Backlog,Triage
111952,2025-06-26,status,Triage,For Refinement
111952,2025-07-07,status,For Refinement,In Refinement
111952,2025-07-18,status,In Refinement,For Technical Analysis
118823,2025-08-01,status,Backlog,Triage
118823,2025-08-07,status,Triage,For Refinement
118823,2025-08-13,status,For Refinement,In Refinement
118823,2025-08-19,status,In Refinement,For Technical Analysis
101525,2025-03-26,status,Lista de desejos,Backlog
101525,2025-03-30,status,Backlog,Triage
101525,2025-04-03,status,Triage,For Refinement
101525,2025-04-07,status,For Refinement,In Refinement
101525,2025-04-11,status,In Refinement,In Progress
101525,2025-04-15,status,In Progress,Done
100995,2025-07-24,status,Lista de desejos,Backlog
100995,2025-07-28,status,Backlog,Triage
100995,2025-08-01,status,Triage,For Refinement
100995,2025-08-05,status,For Refinement,In Refinement
100995,2025-08-09,status,In Refinement,In Progress
100995,2025-08-13,status,In Progress,Done
116320,2025-05-22,status,Backlog,Triage
116320,2025-05-29,status,Triage,For Refinement
116320,2025-06-05,status,For Refinement,In Refinement
103749,2025-11-14,status,Lista de desejos,Backlog
103749,2025-11-16,status,Backlog,Triage
103749,2025-11-18,status,Triage,For Refinement
103749,2025-11-20,status,For Refinement,In Refinement
103749,2025-11-23,status,In Refinement,In Progress
103749,2025-11-25,status,In Progress,Done
103749,2025-11-27,status,Done,Canceled
118700,2025-01-04,status,Lista de desejos,Backlog
118700,2025-01-07,status,Backlog,Triage
118700,2025-01-10,status,Triage,For Refinement
118700,2025-01-12,status,For Refinement,In Refinement
118700,2025-01-15,status,In Refinement,In Progress
118700,2025-01-18,status,In Progress,Done
114264,2025-05-11,status,Lista de desejos,Backlog
114264,2025-05-12,status,Backlog,Triage
114264,2025-05-14,status,Triage,For Refinement
114264,2025-05-16,status,For Refinement,In Refinement
114264,2025-05-18,status,In Refinement,In Progress
114264,2025-05-19,status,In Progress,Done
118342,2025-05-29,status,Lista de desejos,Backlog
118342,2025-06-01,status,Backlog,Triage
118342,2025-06-05,status,Triage,For Refinement
118342,2025-06-08,status,For Refinement,In Refinement
118342,2025-06-12,status,In Refinement,In Progress
118342,2025-06-15,status,In Progress,Done
110069,2025-04-23,status,Lista de desejos,Backlog
110069,2025-04-24,status,Backlog,Triage
110069,2025-04-26,status,Triage,For Refinement
110069,2025-04-27,status,For Refinement,In Refinement
110069,2025-04-29,status,In Refinement,In Progress
110069,2025-04-30,status,In Progress,Done
115006,2025-04-23,status,Lista de desejos,Backlog
115006,2025-04-26,status,Backlog,Triage
115006,2025-04-28,status,Triage,For Refinement
115006,2025-05-01,status,For Refinement,In Refinement
115006,2025-05-03,status,In Refinement,In Progress
115006,2025-05-06,status,In Progress,Done
110087,2025-03-13,status,Lista de desejos,Backlog
110087,2025-03-16,status,Backlog,Triage
110087,2025-03-20,status,Triage,For Refinement
110087,2025-03-23,status,For Refinement,In Refinement
110087,2025-03-27,status,In Refinement,In Progress
110087,2025-03-30,status,In Progress,Done
109126,2025-05-04,status,Lista de desejos,Backlog
109126,2025-05-07,status,Backlog,Triage
109126,2025-05-11,status,Triage,For Refinement
109126,2025-05-15,status,For Refinement,In Refinement
109126,2025-05-19,status,In Refinement,In Progress
109126,2025-05-22,status,In Progress,Done
105596,2025-09-17,status,Backlog,Triage
105596,2025-09-21,status,Triage,For Refinement
105596,2025-09-25,status,For Refinement,In Refinement
105596,2025-09-29,status,In Refinement,For Technical Analysis
105596,2025-10-02,status,For Technical Analysis,In Technical Analysis
105596,2025-10-06,status,In Technical Analysis,Ready for Development
105596,2025-10-10,status,Ready for Development,In Development
105596,2025-10-14,status,In Development,For Release
122863,2025-07-28,status,Lista de desejos,Backlog
122863,2025-08-01,status,Backlog,Triage
122863,2025-08-04,status,Triage,For Refinement
122863,2025-08-08,status,For Refinement,In Refinement
122863,2025-08-11,status,In Refinement,In Progress
122863,2025-08-15,status,In Progress,Done
111376,2025-05-11,status,Lista de desejos,Backlog
111376,2025-05-13,status,Backlog,Triage
111376,2025-05-14,status,Triage,For Refinement
111376,2025-05-16,status,For Refinement,In Refinement
111376,2025-05-17,status,In Refinement,In Progress
111376,2025-05-19,status,In Progress,Done
122543,2025-03-25,status,Lista de desejos,Backlog
122543,2025-03-29,status,Backlog,Triage
122543,2025-04-02,status,Triage,For Refinement
122543,2025-04-06,status,For Refinement,In Refinement
122543,2025-04-10,status,In Refinement,In Progress
122543,2025-04-14,status,In Progress,Done
101807,2025-07-14,status,Backlog,Triage
101807,2025-07-17,status,Triage,For Refinement
101807,2025-07-20,status,For Refinement,In Refinement
101807,2025-07-23,status,In Refinement,For Technical Analysis
101807,2025-07-26,status,For Technical Analysis,In Technical Analysis
103215,2025-06-02,status,Backlog,Triage
110043,2025-01-19,status,Lista de desejos,Backlog
110043,2025-01-22,status,Backlog,Triage
110043,2025-01-25,status,Triage,For Refinement
110043,2025-01-28,status,For Refinement,In Refinement
110043,2025-01-31,status,In Refinement,In Progress
110043,2025-02-03,status,In Progress,Done
107250,2025-05-28,status,Backlog,Triage
107250,2025-06-14,status,Triage,For Refinement
120744,2025-08-11,status,Backlog,Triage
115305,2025-06-22,status,Lista de desejos,Backlog
115305,2025-06-26,status,Backlog,Triage
115305,2025-06-30,status,Triage,For Refinement
115305,2025-07-04,status,For Refinement,In Refinement
115305,2025-07-08,status,In Refinement,In Progress
115305,2025-07-12,status,In Progress,Done
104979,2025-05-01,status,Backlog,Triage
104979,2025-05-11,status,Triage,For Refinement
104979,2025-05-20,status,For Refinement,In Refinement
101716,2025-12-17,status,Lista de desejos,Backlog
101716,2025-12-20,status,Backlog,Triage
101716,2025-12-23,status,Triage,For Refinement
101716,2025-12-25,status,For Refinement,In Refinement
101716,2025-12-28,status,In Refinement,In Progress
101716,2025-12-31,status,In Progress,Done
109361,2025-12-27,status,Lista de desejos,Backlog
109361,2025-12-29,status,Backlog,Triage
109361,2025-12-30,status,Triage,For Refinement
109361,2026-01-01,status,For Refinement,In Refinement
109361,2026-01-02,status,In Refinement,In Progress
109361,2026-01-04,status,In Progress,Done
111541,2025-07-28,status,Backlog,Triage
111541,2025-08-04,status,Triage,For Refinement
111541,2025-08-11,status,For Refinement,In Refinement
118698,2025-09-19,status,Lista de desejos,Backlog
118698,2025-09-21,status,Backlog,Triage
118698,2025-09-22,status,Triage,For Refinement
118698,2025-09-24,status,For Refinement,In Refinement
118698,2025-09-25,status,In Refinement,In Progress
118698,2025-09-27,status,In Progress,Done
101073,2025-10-17,status,Backlog,Triage
101073,2025-10-28,status,Triage,For Refinement
101073,2025-11-09,status,For Refinement,In Refinement
101073,2025-11-20,status,In Refinement,For Technical Analysis
114779,2025-05-24,status,Lista de desejos,Backlog
114779,2025-05-27,status,Backlog,Triage
114779,2025-05-30,status,Triage,For Refinement
114779,2025-06-01,status,For Refinement,In Refinement
114779,2025-06-04,status,In Refinement,In Progress
114779,2025-06-07,status,In Progress,Done
118391,2025-06-10,status,Lista de desejos,Backlog
118391,2025-06-14,status,Backlog,Triage
118391,2025-06-18,status,Triage,For Refinement
118391,2025-06-21,status,For Refinement,In Refinement
118391,2025-06-25,status,In Refinement,In Progress
118391,2025-06-29,status,In Progress,Done
107226,2025-08-25,status,Lista de desejos,Backlog
107226,2025-08-28,status,Backlog,Triage
107226,2025-08-30,status,Triage,For Refinement
107226,2025-09-01,status,For Refinement,In Refinement
107226,2025-09-03,status,In Refinement,In Progress
107226,2025-09-06,status,In Progress,Done
123085,2025-04-29,status,Lista de desejos,Backlog
123085,2025-05-01,status,Backlog,Triage
123085,2025-05-03,status,Triage,For Refinement
123085,2025-05-05,status,For Refinement,In Refinement
123085,2025-05-08,status,In Refinement,In Progress
123085,2025-05-10,status,In Progress,Done
123085,2025-05-12,status,Done,Canceled
115318,2025-06-05,status,Backlog,Triage
115318,2025-06-06,status,Triage,For Refinement
115318,2025-06-08,status,For Refinement,In Refinement
115318,2025-06-10,status,In Refinement,For Technical Analysis
115318,2025-06-11,status,For Technical Analysis,In Technical Analysis
104430,2025-08-04,status,Lista de desejos,Backlog
104430,2025-08-07,status,Backlog,Triage
104430,2025-08-11,status,Triage,For Refinement
104430,2025-08-14,status,For Refinement,In Refinement
104430,2025-08-18,status,In Refinement,In Progress
104430,2025-08-21,status,In Progress,Done
121413,2025-06-20,status,Backlog,Triage
121413,2025-07-03,status,Triage,For Refinement
108247,2025-04-17,status,Lista de desejos,Backlog
108247,2025-04-19,status,Backlog,Triage
108247,2025-04-21,status,Triage,For Refinement
108247,2025-04-22,status,For Refinement,In Refinement
108247,2025-04-24,status,In Refinement,In Progress
108247,2025-04-26,status,In Progress,Done
115849,2025-10-02,status,Lista de desejos,Backlog
115849,2025-10-06,status,Backlog,Triage
115849,2025-10-10,status,Triage,For Refinement
115849,2025-10-13,status,For Refinement,In Refinement
115849,2025-10-17,status,In Refinement,In Progress
115849,2025-10-21,status,In Progress,Done
116090,2025-08-24,status,Lista de desejos,Backlog
116090,2025-08-26,status,Backlog,Triage
116090,2025-08-28,status,Triage,For Refinement
116090,2025-08-29,status,For Refinement,In Refinement
116090,2025-08-31,status,In Refinement,In Progress
116090,2025-09-02,status,In Progress,Done
124543,2025-08-28,status,Lista de desejos,Backlog
124543,2025-08-31,status,Backlog,Triage
124543,2025-09-04,status,Triage,For Refinement
124543,2025-09-08,status,For Refinement,In Refinement
124543,2025-09-12,status,In Refinement,In Progress
124543,2025-09-15,status,In Progress,Done
121198,2025-04-04,status,Backlog,Triage
121198,2025-04-16,status,Triage,For Refinement
121198,2025-04-29,status,For Refinement,In Refinement
101397,2025-03-23,status,Lista de desejos,Backlog
101397,2025-03-25,status,Backlog,Triage
101397,2025-03-28,status,Triage,For Refinement
101397,2025-03-30,status,For Refinement,In Refinement
101397,2025-04-02,status,In Refinement,In Progress
101397,2025-04-04,status,In Progress,Done
109656,2025-06-17,status,Lista de desejos,Backlog
109656,2025-06-19,status,Backlog,Triage
109656,2025-06-22,status,Triage,For Refinement
109656,2025-06-24,status,For Refinement,In Refinement
109656,2025-06-27,status,In Refinement,In Progress
109656,2025-06-29,status,In Progress,Done
107520,2025-05-28,status,Lista de desejos,Backlog
107520,2025-05-29,status,Backlog,Triage
107520,2025-05-31,status,Triage,For Refinement
107520,2025-06-02,status,For Refinement,In Refinement
107520,2025-06-04,status,In Refinement,In Progress
107520,2025-06-05,status,In Progress,Done
115572,2025-02-07,status,Lista de desejos,Backlog
115572,2025-02-09,status,Backlog,Triage
115572,2025-02-12,status,Triage,For Refinement
115572,2025-02-15,status,For Refinement,In Refinement
115572,2025-02-18,status,In Refinement,In Progress
115572,2025-02-20,status,In Progress,Done
110029,2025-09-04,status,Backlog,Triage
110029,2025-09-13,status,Triage,For Refinement
110029,2025-09-23,status,For Refinement,In Refinement
110029,2025-10-02,status,In Refinement,For Technical Analysis
116491,2025-08-28,status,Lista de desejos,Backlog
116491,2025-08-31,status,Backlog,Triage
116491,2025-09-02,status,Triage,For Refinement
116491,2025-09-05,status,For Refinement,In Refinement
116491,2025-09-08,status,In Refinement,In Progress
116491,2025-09-10,status,In Progress,Done
116491,2025-09-13,status,Done,Canceled
112890,2025-07-09,status,Backlog,Triage
112890,2025-07-11,status,Triage,For Refinement
112890,2025-07-14,status,For Refinement,In Refinement
112890,2025-07-17,status,In Refinement,For Technical Analysis
112890,2025-07-19,status,For Technical Analysis,In Technical Analysis
116837,2025-09-05,status,Lista de desejos,Backlog
116837,2025-09-07,status,Backlog,Triage
116837,2025-09-08,status,Triage,For Refinement
116837,2025-09-10,status,For Refinement,In Refinement
116837,2025-09-11,status,In Refinement,In Progress
116837,2025-09-13,status,In Progress,Done
119290,2025-06-16,status,Lista de desejos,Backlog
119290,2025-06-18,status,Backlog,Triage
119290,2025-06-21,status,Triage,For Refinement
119290,2025-06-24,status,For Refinement,In Refinement
119290,2025-06-27,status,In Refinement,In Progress
119290,2025-06-29,status,In Progress,Done
122511,2025-06-14,status,Backlog,Triage
122511,2025-06-17,status,Triage,For Refinement
122511,2025-06-19,status,For Refinement,In Refinement
122511,2025-06-22,status,In Refinement,For Technical Analysis
113066,2025-08-13,status,Backlog,Triage
113066,2025-08-24,status,Triage,For Refinement
113066,2025-09-04,status,For Refinement,In Refinement
122018,2025-04-10,status,Lista de desejos,Backlog
122018,2025-04-12,status,Backlog,Triage
122018,2025-04-14,status,Triage,For Refinement
122018,2025-04-16,status,For Refinement,In Refinement
122018,2025-04-18,status,In Refinement,In Progress
122018,2025-04-20,status,In Progress,Done
122018,2025-04-22,status,Done,Canceled
110487,2025-12-15,status,Lista de desejos,Backlog
110487,2025-12-17,status,Backlog,Triage
110487,2025-12-20,status,Triage,For Refinement
110487,2025-12-22,status,For Refinement,In Refinement
110487,2025-12-25,status,In Refinement,In Progress
110487,2025-12-27,status,In Progress,Done
124744,2025-03-25,status,Lista de desejos,Backlog
124744,2025-03-29,status,Backlog,Triage
124744,2025-04-02,status,Triage,For Refinement
124744,2025-04-05,status,For Refinement,In Refinement
124744,2025-04-09,status,In Refinement,In Progress
124744,2025-04-13,status,In Progress,Done
103380,2025-05-02,status,Lista de desejos,Backlog
103380,2025-05-05,status,Backlog,Triage
103380,2025-05-08,status,Triage,For Refinement
103380,2025-05-12,status,For Refinement,In Refinement
103380,2025-05-15,status,In Refinement,In Progress
103380,2025-05-18,status,In Progress,Done
106818,2025-07-07,status,Lista de desejos,Backlog
106818,2025-07-09,status,Backlog,Triage
106818,2025-07-11,status,Triage,For Refinement
106818,2025-07-12,status,For Refinement,In Refinement
106818,2025-07-14,status,In Refinement,In Progress
106818,2025-07-16,status,In Progress,Done
124408,2025-09-03,status,Lista de desejos,Backlog
124408,2025-09-06,status,Backlog,Triage
124408,2025-09-09,status,Triage,For Refinement
124408,2025-09-13,status,For Refinement,In Refinement
124408,2025-09-16,status,In Refinement,In Progress
124408,2025-09-19,status,In Progress,Done
121923,2025-06-18,status,Backlog,Triage
121923,2025-06-25,status,Triage,For Refinement
114798,2025-07-18,status,Backlog,Triage
114798,2025-07-24,status,Triage,For Refinement
114798,2025-07-30,status,For Refinement,In Refinement
114798,2025-08-05,status,In Refinement,For Technical Analysis
114798,2025-08-11,status,For Technical Analysis,In Technical Analysis
114798,2025-08-17,status,In Technical Analysis,Ready for Development
114213,2025-05-09,status,Lista de desejos,Backlog
114213,2025-05-10,status,Backlog,Triage
114213,2025-05-12,status,Triage,For Refinement
114213,2025-05-14,status,For Refinement,In Refinement
114213,2025-05-16,status,In Refinement,In Progress
114213,2025-05-17,status,In Progress,Done
120498,2025-12-31,status,Backlog,Triage
120498,2026-01-08,status,Triage,For Refinement
114718,2025-08-19,status,Backlog,Triage
114718,2025-08-22,status,Triage,For Refinement
114718,2025-08-26,status,For Refinement,In Refinement
114718,2025-08-29,status,In Refinement,For Technical Analysis
101254,2025-11-03,status,Lista de desejos,Backlog
101254,2025-11-05,status,Backlog,Triage
101254,2025-11-07,status,Triage,For Refinement
101254,2025-11-08,status,For Refinement,In Refinement
101254,2025-11-10,status,In Refinement,In Progress
101254,2025-11-12,status,In Progress,Done
108983,2025-08-31,status,Backlog,Triage
108983,2025-09-10,status,Triage,For Refinement
104143,2025-09-03,status,Backlog,Triage
104143,2025-09-05,status,Triage,For Refinement
104143,2025-09-06,status,For Refinement,In Refinement
104143,2025-09-08,status,In Refinement,For Technical Analysis
104143,2025-09-10,status,For Technical Analysis,In Technical Analysis
104143,2025-09-11,status,In Technical Analysis,Ready for Development
104143,2025-09-13,status,Ready for Development,In Development
120132,2025-08-01,status,Lista de desejos,Backlog
120132,2025-08-03,status,Backlog,Triage
120132,2025-08-06,status,Triage,For Refinement
120132,2025-08-09,status,For Refinement,In Refinement
120132,2025-08-12,status,In Refinement,In Progress
120132,2025-08-14,status,In Progress,Done
123050,2025-01-16,status,Lista de desejos,Backlog
123050,2025-01-19,status,Backlog,Triage
123050,2025-01-22,status,Triage,For Refinement
123050,2025-01-24,status,For Refinement,In Refinement
123050,2025-01-27,status,In Refinement,In Progress
123050,2025-01-30,status,In Progress,Done
