Data de apontamento,Horas apontadas,Código do colaborador,Card
2025-12-19,8,Z6XP,108880
2025-12-19,7,Z6XP,114135
2025-12-19,8,Z6XP,103948
2025-12-19,2,Z6XP,100980
2025-12-20,2,Z6XP,101171
2025-12-20,5,Z6XP,118377
2025-12-20,8,Z6XP,106244
2025-12-21,3,Z6XP,101963
2025-12-21,6,Z6XP,109280
2025-12-22,6,Z6XP,114770
2025-12-22,6,Z6XP,119771
2025-12-22,1,Z6XP,109317
2025-12-22,6,Z6XP,101753
2025-12-23,7,Z6XP,111350
2025-12-24,8,Z6XP,121009
2025-12-24,3,Z6XP,118081
2025-12-24,6,Z6XP,106828
2025-12-25,5,Z6XP,101996
2025-12-25,7,Z6XP,106935
2025-12-25,4,Z6XP,100606
2025-12-25,2,Z6XP,114871
2025-12-26,2,Z6XP,121029
2025-12-27,2,Z6XP,105221
2025-12-28,6,Z6XP,113266
2025-12-28,7,Z6XP,113651
2025-12-29,3,Z6XP,101281
2025-12-30,3,Z6XP,114093
2025-12-30,7,Z6XP,104211
2025-12-30,8,Z6XP,104484
2025-12-31,1,Z6XP,114310
2025-10-01,1,YFXO,100504
2025-10-02,2,YFXO,104855
2025-10-02,6,YFXO,102569
2025-10-02,8,YFXO,107637
2025-10-02,5,YFXO,117793
2025-10-03,6,YFXO,106308
2025-10-03,6,YFXO,124552
2025-10-03,3,YFXO,104812
2025-10-04,8,YFXO,123174
2025-10-04,2,YFXO,121755
2025-10-04,8,YFXO,110608
2025-10-05,4,YFXO,105846
2025-10-05,4,YFXO,113377
2025-10-05,8,YFXO,121690
2025-10-06,7,YFXO,114958
2025-10-06,2,YFXO,100839
2025-10-06,6,YFXO,120201
2025-10-07,1,YFXO,117871
2025-10-07,4,YFXO,100105
2025-10-07,3,YFXO,117100
2025-10-08,4,YFXO,101449
2025-10-09,4,YFXO,107668
2025-10-10,1,YFXO,100363
2025-10-11,6,YFXO,115647
2025-10-12,2,YFXO,120698
2025-10-12,4,YFXO,117199
2025-10-12,8,YFXO,108905
2025-10-13,4,YFXO,104557
2025-10-13,8,YFXO,112455
2025-10-14,8,YFXO,124580
2025-10-14,4,YFXO,111570
2025-10-14,1,YFXO,108589
2025-10-14,8,YFXO,111262
2025-10-15,7,YFXO,110130
2025-10-15,6,YFXO,100946
2025-10-15,8,YFXO,106991
2025-10-15,5,YFXO,114186
2025-10-16,4,YFXO,105432
2025-10-16,6,YFXO,107620
2025-10-17,7,YFXO,102679
2025-10-17,5,YFXO,119912
2025-10-17,6,YFXO,117437
2025-10-17,4,YFXO,108062
2025-10-18,6,YFXO,113688
2025-10-18,6,YFXO,114509
2025-10-18,7,YFXO,100519
2025-10-18,3,YFXO,113855
2025-10-19,2,YFXO,124482
2025-10-19,6,YFXO,101747
2025-10-19,8,YFXO,107022
2025-10-20,6,YFXO,111783
2025-10-20,8,YFXO,122037
2025-10-20,8,YFXO,116028
2025-10-21,3,YFXO,107309
2025-10-21,8,YFXO,121218
2025-10-21,8,YFXO,104370
2025-10-21,5,YFXO,122109
2025-10-22,4,YFXO,113934
2025-10-22,3,YFXO,115115
2025-10-23,1,YFXO,114809
2025-10-23,7,YFXO,105681
2025-10-23,8,YFXO,118794
2025-10-24,6,YFXO,103996
2025-10-24,1,YFXO,117344
2025-10-24,4,YFXO,123042
2025-10-24,6,YFXO,112576
2025-10-25,1,YFXO,121141
2025-10-25,3,YFXO,110432
2025-10-26,7,YFXO,103458
2025-10-26,2,YFXO,106298
2025-10-27,5,YFXO,104473
2025-10-27,1,YFXO,107715
2025-10-28,5,YFXO,109214
2025-10-28,6,YFXO,121185
2025-10-28,4,YFXO,102578
2025-10-29,5,YFXO,119916
2025-10-29,6,YFXO,102626
2025-10-29,8,YFXO,120940
2025-10-29,1,YFXO,102348
2025-10-30,6,YFXO,121027
2025-10-30,3,YFXO,111050
2025-10-30,8,YFXO,123194
2025-10-31,5,YFXO,111603
2025-10-31,2,YFXO,108225
2025-10-31,5,YFXO,106065
2025-10-31,5,YFXO,118951
2025-11-01,6,YFXO,114712
2025-11-01,8,YFXO,119267
2025-11-01,8,YFXO,108620
2025-11-01,3,YFXO,104959
2025-11-02,4,YFXO,101200
2025-11-02,5,YFXO,113472
2025-11-03,6,YFXO,111120
2025-11-03,8,YFXO,118396
2025-11-03,3,YFXO,104367
2025-11-04,4,YFXO,100210
2025-11-04,3,YFXO,105295
2025-11-04,6,YFXO,113506
2025-11-05,3,YFXO,107271
2025-11-05,7,YFXO,115017
2025-11-05,6,YFXO,117043
2025-11-05,4,YFXO,110062
2025-11-06,5,YFXO,120196
2025-11-06,8,YFXO,109073
2025-11-06,3,YFXO,120215
2025-11-07,4,YFXO,123196
2025-11-07,4,YFXO,122804
2025-11-07,5,YFXO,118517
2025-11-08,5,YFXO,106611
2025-11-08,8,YFXO,115436
2025-11-08,3,YFXO,109460
2025-11-08,7,YFXO,116142
2025-11-09,7,YFXO,124210
2025-11-09,2,YFXO,111758
2025-11-10,8,YFXO,103545
2025-11-11,8,YFXO,122232
2025-11-11,3,YFXO,114451
2025-11-11,7,YFXO,103185
2025-11-11,8,YFXO,111127
2025-11-12,3,YFXO,124171
2025-11-12,4,YFXO,113619
2025-11-13,1,YFXO,106917
2025-11-13,6,YFXO,113655
2025-11-13,4,YFXO,120721
2025-11-14,6,YFXO,106941
2025-11-15,4,YFXO,122343
2025-11-15,8,YFXO,100787
2025-11-15,8,YFXO,111779
2025-11-16,6,YFXO,103122
2025-11-16,7,YFXO,104708
2025-11-16,5,YFXO,110975
2025-11-16,7,YFXO,114875
2025-11-17,5,YFXO,106420
2025-11-17,4,YFXO,113489
2025-11-17,5,YFXO,101662
2025-11-17,4,YFXO,116544
2025-11-18,4,YFXO,113104
2025-11-18,2,YFXO,122628
2025-11-19,5,YFXO,119703
2025-11-19,5,YFXO,119887
2025-11-20,1,YFXO,122039
2025-11-20,7,YFXO,109042
2025-11-20,5,YFXO,106558
2025-11-20,1,YFXO,113814
2025-11-21,3,YFXO,123022
2025-11-21,8,YFXO,121079
2025-11-21,5,YFXO,119435
2025-11-22,7,YFXO,101179
2025-11-22,5,YFXO,101741
2025-11-22,7,YFXO,113519
2025-11-22,8,YFXO,111028
2025-11-23,1,YFXO,121491
2025-11-23,1,YFXO,118645
2025-11-24,4,YFXO,115273
2025-11-24,4,YFXO,112186
2025-11-25,8,YFXO,112941
2025-11-25,3,YFXO,100715
2025-11-25,6,YFXO,111825
2025-11-25,2,YFXO,100499
2025-11-26,4,YFXO,113134
2025-11-26,4,YFXO,105683
2025-11-26,3,YFXO,122255
2025-11-27,5,YFXO,124892
2025-11-28,3,YFXO,116290
2025-11-29,7,YFXO,121971
2025-11-29,3,YFXO,106746
2025-11-29,3,YFXO,114443
2025-11-29,2,YFXO,113949
2025-11-30,1,YFXO,112547
2025-11-30,6,YFXO,106816
2025-11-30,6,YFXO,122209
2025-12-01,8,YFXO,113986
2025-12-01,4,YFXO,122406
2025-12-01,3,YFXO,111487
2025-12-02,6,YFXO,104051
2025-12-02,2,YFXO,121504
2025-12-02,2,YFXO,115538
2025-12-02,7,YFXO,119267
2025-12-03,4,YFXO,104157
2025-12-04,2,YFXO,115711
2025-12-04,8,YFXO,109656
2025-12-04,2,YFXO,118327
2025-12-04,1,YFXO,111845
2025-12-05,2,YFXO,123216
2025-12-05,6,YFXO,115476
2025-12-06,6,YFXO,119394
2025-12-06,8,YFXO,116307
2025-12-06,6,YFXO,117069
2025-12-07,5,YFXO,121646
2025-12-07,2,YFXO,108225
2025-12-08,4,YFXO,123688
2025-12-09,3,YFXO,103628
2025-12-09,6,YFXO,104757
2025-12-09,3,YFXO,110502
2025-12-10,7,YFXO,114892
2025-12-10,1,YFXO,104805
2025-12-10,5,YFXO,113517
2025-12-10,5,YFXO,108800
2025-12-11,1,YFXO,102234
2025-12-11,7,YFXO,103172
2025-12-11,3,YFXO,122274
2025-12-12,3,YFXO,107858
2025-12-12,6,YFXO,103134
2025-12-12,5,YFXO,119572
2025-12-13,3,YFXO,118182
2025-12-13,6,YFXO,107922
2025-12-13,2,YFXO,124638
2025-12-13,4,YFXO,107581
2025-12-14,4,YFXO,117658
2025-12-14,5,YFXO,118314
2025-12-15,6,YFXO,101676
2025-12-15,4,YFXO,120018
2025-12-15,6,YFXO,120497
2025-12-15,2,YFXO,103618
2025-12-16,8,YFXO,124897
2025-12-16,2,YFXO,124169
2025-12-17,6,YFXO,103333
2025-12-18,1,YFXO,122000
2025-12-18,5,YFXO,107105
2025-12-18,2,YFXO,107404
2025-12-18,3,YFXO,106320
2025-12-19,4,YFXO,101920
2025-12-19,2,YFXO,100354
2025-12-19,8,YFXO,118714
2025-12-20,2,YFXO,121937
2025-12-20,7,YFXO,101818
2025-12-21,1,YFXO,113848
2025-12-21,5,YFXO,118382
2025-12-22,4,YFXO,103726
2025-12-22,6,YFXO,120157
2025-12-23,6,YFXO,119248
2025-12-24,3,YFXO,114883
2025-12-24,5,YFXO,111577
2025-12-24,2,YFXO,107750
2025-12-24,3,YFXO,102100
2025-12-25,2,YFXO,117264
2025-12-25,6,YFXO,120948
2025-12-25,2,YFXO,113929
2025-12-25,4,YFXO,113318
2025-12-26,1,YFXO,103072
2025-12-26,4,YFXO,117610
2025-12-26,3,YFXO,122668
2025-12-27,6,YFXO,116845
2025-12-27,8,YFXO,102188
2025-12-27,7,YFXO,121202
2025-12-27,7,YFXO,107189
2025-12-28,3,YFXO,115451
2025-12-28,1,YFXO,102048
2025-12-28,7,YFXO,124170
2025-12-29,5,YFXO,113973
2025-12-29,8,YFXO,113305
2025-12-30,6,YFXO,122838
2025-12-30,6,YFXO,124934
2025-12-30,6,YFXO,123195
2025-12-30,1,YFXO,116553
2025-12-31,7,YFXO,112062
2025-12-31,3,YFXO,109391
2025-12-31,8,YFXO,105759
2025-06-01,3,BUGV,118016
2025-06-01,8,BUGV,108891
2025-06-01,2,BUGV,109812
2025-06-02,7,BUGV,116979
2025-06-03,3,BUGV,103467
2025-06-03,2,BUGV,116039
2025-06-03,7,BUGV,121468
2025-06-04,6,BUGV,124384
2025-06-05,3,BUGV,124688
2025-06-05,4,BUGV,119239
2025-06-05,3,BUGV,110630
2025-06-06,7,BUGV,108778
2025-06-06,3,BUGV,115195
2025-06-06,6,BUGV,112079
2025-06-06,2,BUGV,118040
2025-06-07,2,BUGV,122858
2025-06-07,8,BUGV,101006
2025-06-07,6,BUGV,109836
2025-06-07,2,BUGV,100241
2025-06-08,3,BUGV,108184
2025-06-08,7,BUGV,100352
2025-06-08,1,BUGV,114586
2025-06-08,5,BUGV,104607
2025-06-09,6,BUGV,113622
2025-06-09,5,BUGV,101750
2025-06-10,1,BUGV,110134
2025-06-10,2,BUGV,104171
2025-06-10,8,BUGV,113939
2025-06-10,2,BUGV,108182
2025-06-11,1,BUGV,103843
2025-06-11,7,BUGV,123219
2025-06-11,2,BUGV,108872
2025-06-12,4,BUGV,109874
2025-06-12,3,BUGV,103764
2025-06-12,6,BUGV,111741
2025-06-13,8,BUGV,108835
2025-06-13,1,BUGV,114042
2025-06-13,8,BUGV,113184
2025-06-14,4,BUGV,100037
2025-06-14,6,BUGV,111259
2025-06-15,7,BUGV,118866
2025-06-15,5,BUGV,113624
2025-06-15,7,BUGV,119057
2025-06-16,1,BUGV,116830
2025-06-16,5,BUGV,116535
2025-06-16,7,BUGV,118486
2025-06-16,6,BUGV,117868
2025-06-17,1,BUGV,124566
2025-06-17,7,BUGV,120894
2025-06-17,5,BUGV,117991
2025-06-17,6,BUGV,120816
2025-06-18,5,BUGV,122117
2025-06-18,2,BUGV,119456
2025-06-19,8,BUGV,115146
2025-06-20,8,BUGV,105570
2025-06-20,3,BUGV,106819
2025-06-21,2,BUGV,101967
2025-06-21,5,BUGV,112453
2025-06-21,1,BUGV,106527
2025-06-22,1,BUGV,105761
2025-06-22,7,BUGV,122068
2025-06-22,6,BUGV,124867
2025-06-22,7,BUGV,114985
2025-06-23,6,BUGV,115411
2025-06-23,5,BUGV,123702
2025-06-24,8,BUGV,100375
2025-06-25,3,BUGV,108591
2025-06-25,4,BUGV,118923
2025-06-26,6,BUGV,113373
2025-06-26,3,BUGV,104854
2025-06-27,1,BUGV,121997
2025-06-27,6,BUGV,122000
2025-06-27,2,BUGV,115707
2025-06-28,7,BUGV,113057
2025-06-28,2,BUGV,117461
2025-06-28,5,BUGV,120766
2025-06-28,2,BUGV,108774
2025-06-29,5,BUGV,114845
2025-06-29,5,BUGV,111207
2025-06-29,5,BUGV,121112
2025-06-30,6,BUGV,111151
2025-06-30,7,BUGV,105149
2025-06-30,6,BUGV,119731
2025-06-30,7,BUGV,105780
2025-07-01,6,BUGV,123056
2025-07-02,4,BUGV,108131
2025-07-02,5,BUGV,110856
2025-07-02,8,BUGV,113397
2025-07-02,1,BUGV,101106
2025-07-03,7,BUGV,106500
2025-07-03,1,BUGV,104770
2025-07-03,3,BUGV,121549
2025-07-03,8,BUGV,110309
2025-07-04,4,BUGV,113878
2025-07-05,1,BUGV,112784
2025-07-05,8,BUGV,107665
2025-07-06,6,BUGV,107414
2025-07-06,6,BUGV,110321
2025-07-06,2,BUGV,115524
2025-07-07,7,BUGV,115195
2025-07-07,8,BUGV,111284
2025-07-07,2,BUGV,118909
2025-07-07,5,BUGV,108320
2025-07-08,8,BUGV,122496
2025-07-08,8,BUGV,102710
2025-07-08,3,BUGV,100587
2025-07-08,5,BUGV,108979
2025-07-09,4,BUGV,118555
2025-07-10,8,BUGV,118113
2025-07-11,5,BUGV,111593
2025-07-11,2,BUGV,122963
2025-07-11,6,BUGV,123777
2025-07-12,2,BUGV,111870
2025-07-12,3,BUGV,112715
2025-07-12,4,BUGV,106502
2025-07-12,3,BUGV,111543
2025-07-13,3,BUGV,119270
2025-07-13,2,BUGV,111492
2025-07-13,1,BUGV,119418
2025-07-13,2,BUGV,115499
2025-07-14,3,BUGV,104638
2025-07-15,5,BUGV,116266
2025-07-15,6,BUGV,104358
2025-07-15,6,BUGV,102425
2025-07-15,6,BUGV,119627
2025-07-16,5,BUGV,111584
2025-07-16,8,BUGV,113742
2025-07-16,4,BUGV,116269
2025-07-16,2,BUGV,108405
2025-07-17,4,BUGV,110028
2025-07-17,4,BUGV,105715
2025-07-17,2,BUGV,113633
2025-07-17,7,BUGV,110819
2025-07-18,7,BUGV,110491
2025-07-19,7,BUGV,107289
2025-07-19,3,BUGV,116512
2025-07-20,2,BUGV,108969
2025-07-20,7,BUGV,106988
2025-07-21,8,BUGV,113859
2025-07-21,7,BUGV,103860
2025-07-22,6,BUGV,122668
2025-07-23,8,BUGV,103280
2025-07-24,5,BUGV,100453
2025-07-25,6,BUGV,101818
2025-07-25,2,BUGV,103294
2025-07-25,1,BUGV,120405
2025-07-26,3,BUGV,109962
2025-07-27,7,BUGV,102524
2025-07-28,2,BUGV,123645
2025-07-28,2,BUGV,110384
2025-07-28,5,BUGV,112732
2025-07-28,7,BUGV,119752
2025-07-29,8,BUGV,123974
2025-07-29,6,BUGV,109482
2025-07-29,3,BUGV,110460
2025-07-30,4,BUGV,107756
2025-07-30,4,BUGV,105802
2025-07-30,3,BUGV,110924
2025-07-31,6,BUGV,114457
2025-07-31,5,BUGV,100693
2025-07-31,1,BUGV,102370
2025-07-31,6,BUGV,124569
2025-08-01,8,BUGV,109352
2025-08-01,2,BUGV,118976
2025-08-02,8,BUGV,121897
2025-08-02,4,BUGV,124600
2025-08-02,3,BUGV,107227
2025-08-02,2,BUGV,116591
2025-08-03,2,BUGV,109755
2025-08-03,5,BUGV,108266
2025-08-03,7,BUGV,115281
2025-08-03,8,BUGV,112579
2025-08-04,5,BUGV,121139
2025-08-05,4,BUGV,110886
2025-08-05,1,BUGV,115052
2025-08-06,3,BUGV,111914
2025-08-06,7,BUGV,105990
2025-08-06,6,BUGV,113623
2025-08-06,8,BUGV,103636
2025-08-07,5,BUGV,102815
2025-08-08,5,BUGV,118454
2025-08-08,1,BUGV,120604
2025-08-08,7,BUGV,113965
2025-08-08,7,BUGV,117407
2025-08-09,7,BUGV,105446
2025-08-10,1,BUGV,112435
2025-08-10,4,BUGV,111491
2025-08-10,4,BUGV,114330
2025-08-10,1,BUGV,121665
2025-08-11,6,BUGV,103929
2025-08-12,4,BUGV,107752
2025-08-12,1,BUGV,115407
2025-08-13,8,BUGV,115365
2025-08-13,8,BUGV,108812
2025-08-13,5,BUGV,100528
2025-08-13,5,BUGV,116392
2025-08-14,7,BUGV,114601
2025-08-14,5,BUGV,120150
2025-08-14,8,BUGV,116683
2025-08-15,5,BUGV,113329
2025-08-15,2,BUGV,123639
2025-08-16,4,BUGV,113185
2025-08-16,5,BUGV,106009
2025-08-17,2,BUGV,124833
2025-08-17,2,BUGV,100291
2025-08-17,1,BUGV,102011
2025-08-18,8,BUGV,104815
2025-08-18,8,BUGV,105532
2025-08-18,2,BUGV,112166
2025-08-18,7,BUGV,107078
2025-08-19,6,BUGV,109249
2025-08-20,3,BUGV,109175
2025-08-20,2,BUGV,117744
2025-08-20,1,BUGV,100651
2025-08-21,2,BUGV,100052
2025-08-21,1,BUGV,110583
2025-08-21,7,BUGV,119304
2025-08-22,6,BUGV,122932
2025-08-22,8,BUGV,112955
2025-08-23,2,BUGV,101308
2025-08-23,5,BUGV,117195
2025-08-23,5,BUGV,115160
2025-08-23,1,BUGV,102368
2025-08-24,7,BUGV,113839
2025-08-24,4,BUGV,102459
2025-08-25,1,BUGV,108410
2025-08-26,3,BUGV,123357
2025-08-26,1,BUGV,123327
2025-08-26,3,BUGV,103062
2025-08-27,5,BUGV,106833
2025-08-27,1,BUGV,117412
2025-08-27,6,BUGV,109314
2025-08-28,8,BUGV,112031
2025-08-28,2,BUGV,106738
2025-08-28,3,BUGV,111930
2025-08-28,4,BUGV,111958
2025-08-29,2,BUGV,114279
2025-08-29,2,BUGV,109591
2025-08-29,1,BUGV,118594
2025-08-29,8,BUGV,106644
2025-08-30,6,BUGV,118903
2025-08-30,1,BUGV,115252
2025-08-30,6,BUGV,111086
2025-08-31,7,BUGV,116001
2025-08-31,7,BUGV,111195
2025-09-01,1,BUGV,101160
2025-09-01,1,BUGV,112044
2025-09-01,2,BUGV,120987
2025-09-02,1,BUGV,123263
2025-09-02,3,BUGV,110724
2025-09-02,3,BUGV,124174
2025-09-03,4,BUGV,121469
2025-09-03,6,BUGV,102393
2025-09-04,4,BUGV,105281
2025-09-04,6,BUGV,121991
2025-09-05,2,BUGV,119079
2025-09-05,3,BUGV,111107
2025-09-05,5,BUGV,120526
2025-09-05,2,BUGV,118249
2025-09-06,6,BUGV,101628
2025-09-06,3,BUGV,103421
2025-09-06,7,BUGV,103033
2025-09-07,1,BUGV,114605
2025-09-07,5,BUGV,104752
2025-09-07,2,BUGV,117308
2025-09-07,2,BUGV,121941
2025-09-08,8,BUGV,117270
2025-09-08,5,BUGV,117796
2025-09-08,7,BUGV,106063
2025-09-08,8,BUGV,109931
2025-09-09,1,BUGV,116475
2025-09-09,4,BUGV,100532
2025-09-10,5,BUGV,107783
2025-09-11,3,BUGV,110965
2025-09-11,5,BUGV,114317
2025-09-11,5,BUGV,103728
2025-09-12,4,BUGV,120834
2025-09-13,1,BUGV,108652
2025-09-13,8,BUGV,118814
2025-09-13,7,BUGV,116675
2025-09-14,6,BUGV,124786
2025-09-14,6,BUGV,116922
2025-09-14,2,BUGV,115503
2025-09-15,7,BUGV,124389
2025-09-15,8,BUGV,122551
2025-09-15,5,BUGV,117310
2025-09-16,7,BUGV,123979
2025-09-16,4,BUGV,108795
2025-09-17,5,BUGV,107190
2025-09-17,8,BUGV,114614
2025-09-17,6,BUGV,108585
2025-09-18,2,BUGV,117528
2025-09-19,8,BUGV,123603
2025-09-20,3,BUGV,105461
2025-09-20,1,BUGV,113288
2025-09-20,7,BUGV,102324
2025-09-21,7,BUGV,118264
2025-09-21,3,BUGV,104011
2025-09-22,7,BUGV,111849
2025-09-23,4,BUGV,107244
2025-09-23,4,BUGV,113894
2025-09-23,5,BUGV,100028
2025-09-23,7,BUGV,121695
2025-09-24,8,BUGV,122688
2025-09-24,4,BUGV,108981
2025-09-24,1,BUGV,103675
2025-09-24,8,BUGV,102635
2025-09-25,7,BUGV,123518
2025-09-25,6,BUGV,121932
2025-09-26,5,BUGV,124222
2025-09-26,5,BUGV,104063
2025-09-26,2,BUGV,109549
2025-09-26,3,BUGV,113959
2025-09-27,8,BUGV,113732
2025-09-27,7,BUGV,112022
2025-09-28,2,BUGV,120968
2025-09-29,2,BUGV,115045
2025-09-30,1,BUGV,118457
2025-09-30,3,BUGV,105329
2025-09-30,8,BUGV,104588
2025-10-01,3,BUGV,111029
2025-10-01,6,BUGV,104496
2025-10-01,3,BUGV,116043
2025-10-02,8,BUGV,120395
2025-10-02,3,BUGV,104446
2025-10-03,4,BUGV,102984
2025-10-03,1,BUGV,117871
2025-10-03,1,BUGV,124637
2025-10-03,4,BUGV,107167
2025-10-04,2,BUGV,122250
2025-10-04,6,BUGV,105060
2025-10-04,2,BUGV,101105
2025-10-05,6,BUGV,111401
2025-10-05,1,BUGV,118469
2025-10-05,5,BUGV,104409
2025-10-05,4,BUGV,117986
2025-10-06,8,BUGV,117410
2025-10-07,5,BUGV,116064
2025-10-07,2,BUGV,115817
2025-10-07,2,BUGV,105443
2025-10-07,4,BUGV,123813
2025-10-08,6,BUGV,119503
2025-10-08,8,BUGV,110230
2025-10-08,5,BUGV,106802
2025-10-08,4,BUGV,104395
2025-10-09,8,BUGV,103735
2025-10-09,5,BUGV,118372
2025-10-10,7,BUGV,104642
2025-10-10,7,BUGV,114598
2025-10-10,3,BUGV,120590
2025-10-11,5,BUGV,106115
2025-10-11,7,BUGV,110795
2025-10-12,6,BUGV,119478
2025-10-12,2,BUGV,105782
2025-10-12,8,BUGV,106382
2025-10-13,2,BUGV,124973
2025-10-13,7,BUGV,123049
2025-10-14,4,BUGV,103905
2025-10-14,2,BUGV,107723
2025-10-14,7,BUGV,100884
2025-10-15,3,BUGV,113440
2025-10-16,7,BUGV,122488
2025-10-16,8,BUGV,115126
2025-10-17,8,BUGV,108782
2025-10-17,7,BUGV,122150
2025-10-18,2,BUGV,118565
2025-10-18,2,BUGV,109924
2025-10-18,5,BUGV,109520
2025-10-18,7,BUGV,117945
2025-10-19,7,BUGV,109663
2025-10-20,2,BUGV,105787
2025-10-21,3,BUGV,109526
2025-10-22,6,BUGV,115457
2025-10-22,3,BUGV,124720
2025-10-23,6,BUGV,106455
2025-10-23,4,BUGV,111948
2025-10-23,3,BUGV,105779
2025-10-24,4,BUGV,120164
2025-10-24,4,BUGV,122629
2025-10-24,8,BUGV,101680
2025-10-24,7,BUGV,110141
2025-10-25,2,BUGV,121147
2025-10-26,2,BUGV,112863
2025-10-26,5,BUGV,112100
2025-10-26,1,BUGV,120015
2025-10-26,3,BUGV,114146
2025-10-27,7,BUGV,107302
2025-10-27,4,BUGV,101752
2025-10-27,8,BUGV,116622
2025-10-27,7,BUGV,118976
2025-10-28,2,BUGV,117115
2025-10-28,7,BUGV,106489
2025-10-28,8,BUGV,122666
2025-10-28,8,BUGV,104676
2025-10-29,7,BUGV,104000
2025-10-30,7,BUGV,116289
2025-10-30,3,BUGV,122895
2025-10-30,5,BUGV,122330
2025-10-31,2,BUGV,124824
2025-11-01,8,BUGV,122452
2025-11-01,3,BUGV,115611
2025-11-01,1,BUGV,112655
2025-11-01,4,BUGV,120938
2025-11-02,8,BUGV,101169
2025-11-02,3,BUGV,101418
2025-11-02,8,BUGV,121854
2025-11-03,4,BUGV,122368
2025-11-04,3,BUGV,103676
2025-11-04,6,BUGV,116609
2025-11-04,6,BUGV,100070
2025-11-05,5,BUGV,101913
2025-11-05,1,BUGV,101984
2025-11-05,3,BUGV,112848
2025-11-06,8,BUGV,103208
2025-11-07,8,BUGV,123560
2025-11-07,3,BUGV,103107
2025-11-07,1,BUGV,102325
2025-11-08,4,BUGV,103995
2025-11-09,6,BUGV,122157
2025-11-09,6,BUGV,117422
2025-11-10,4,BUGV,113740
2025-11-10,4,BUGV,123985
2025-11-10,4,BUGV,119827
2025-11-10,7,BUGV,111568
2025-11-11,4,BUGV,105772
2025-11-11,2,BUGV,115939
2025-11-12,4,BUGV,111082
2025-11-12,4,BUGV,115111
2025-11-12,3,BUGV,123068
2025-11-13,8,BUGV,122630
2025-11-14,8,BUGV,106009
2025-11-14,7,BUGV,124625
2025-11-15,6,BUGV,121110
2025-11-15,4,BUGV,124065
2025-11-16,1,BUGV,113163
2025-11-16,2,BUGV,113975
2025-11-17,7,BUGV,115814
2025-11-17,7,BUGV,105984
2025-11-18,2,BUGV,121180
2025-11-18,7,BUGV,112129
2025-11-19,7,BUGV,107090
2025-11-19,6,BUGV,104072
2025-11-20,7,BUGV,109572
2025-11-21,8,BUGV,103996
2025-11-21,2,BUGV,116156
2025-11-21,7,BUGV,115021
2025-11-22,4,BUGV,110391
2025-11-23,5,BUGV,115890
2025-11-23,3,BUGV,118990
2025-11-24,7,BUGV,106525
2025-11-24,3,BUGV,109597
2025-11-24,2,BUGV,118683
2025-11-25,5,BUGV,114482
2025-11-25,5,BUGV,108662
2025-11-25,1,BUGV,101120
2025-11-25,6,BUGV,123120
2025-11-26,5,BUGV,111152
2025-11-26,2,BUGV,114736
2025-11-26,8,BUGV,114867
2025-11-27,8,BUGV,113303
2025-11-27,3,BUGV,113917
2025-11-27,2,BUGV,107811
2025-11-27,7,BUGV,101521
2025-11-28,1,BUGV,119270
2025-11-29,2,BUGV,104691
2025-11-29,4,BUGV,108628
2025-11-29,7,BUGV,101417
2025-11-30,5,BUGV,110165
2025-11-30,2,BUGV,101315
2025-11-30,1,BUGV,102058
2025-12-01,3,BUGV,112196
2025-12-01,8,BUGV,116487
2025-12-01,6,BUGV,123182
2025-12-01,1,BUGV,118957
2025-12-02,7,BUGV,104182
2025-12-02,3,BUGV,120077
2025-12-03,6,BUGV,118360
2025-12-04,3,BUGV,121207
2025-12-05,8,BUGV,111613
2025-12-05,8,BUGV,122121
2025-12-05,1,BUGV,114758
2025-12-05,4,BUGV,119707
2025-12-06,5,BUGV,124174
2025-12-06,8,BUGV,110346
2025-12-06,7,BUGV,124711
2025-12-07,3,BUGV,109545
2025-07-01,4,JICS,109445
2025-07-01,6,JICS,108572
2025-07-01,3,JICS,108347
2025-07-02,1,JICS,101672
2025-07-03,7,JICS,114532
2025-07-03,8,JICS,117482
2025-07-04,5,JICS,104941
2025-07-04,7,JICS,121756
2025-07-05,3,JICS,116414
2025-07-06,5,JICS,122014
2025-07-06,2,JICS,115468
2025-07-07,4,JICS,115118
2025-07-07,6,JICS,118830
2025-07-07,5,JICS,110576
2025-07-07,8,JICS,109253
2025-07-08,7,JICS,112070
2025-07-09,7,JICS,103564
2025-07-10,2,JICS,120102
2025-07-10,8,JICS,108843
2025-07-11,3,JICS,115735
2025-07-11,2,JICS,123756
2025-07-11,4,JICS,119755
2025-07-12,7,JICS,102933
2025-07-12,3,JICS,121447
2025-07-12,8,JICS,104517
2025-07-12,7,JICS,111358
2025-07-13,8,JICS,109378
2025-07-13,2,JICS,115980
2025-07-13,4,JICS,108295
2025-07-13,3,JICS,118931
2025-07-14,6,JICS,107747
2025-07-14,2,JICS,115362
2025-07-15,8,JICS,116755
2025-07-15,6,JICS,114122
2025-07-15,6,JICS,115528
2025-07-16,5,JICS,104179
2025-07-16,7,JICS,109306
2025-07-16,6,JICS,111113
2025-07-17,6,JICS,120801
2025-07-17,8,JICS,124154
2025-07-17,8,JICS,123423
2025-07-17,1,JICS,105765
2025-07-18,5,JICS,109853
2025-07-19,3,JICS,114861
2025-07-19,5,JICS,117049
2025-07-19,7,JICS,103631
2025-07-20,7,JICS,122705
2025-07-21,6,JICS,110730
2025-07-21,2,JICS,122338
