ID Card,Tipo de Card,Status,SLA Resposta,SLA Resolução,Equipe,Data de Criação,Data de resolução,Data de reabertura,Data prevista para entrega,Data replanejada para entrega,Horas estimadas do projeto,Data da carga
123554,SUBTASK,Canceled,,,Equipe 1,2025-01-26,2025-02-07,,2025-02-12,,,2025-02-07
100316,SUBTASK,Done,,,Equipe 1,2025-04-26,2025-05-11,,2025-05-12,,,2025-05-11
110892,SUBTASK,Done,,,Equipe 1,2025-06-10,2025-07-07,,2025-07-10,,,2025-07-07
121224,TASK,Done,,,Equipe 1,2025-10-17,2025-10-31,,2025-11-08,,104,2025-10-31
108434,INICIATIVE,Done,,,Equipe 7,2025-06-01,2025-06-28,,2025-06-11,2025-06-20,,2025-06-28
124180,TASK,Done,,,Equipe 1,2025-12-02,2025-12-28,,2025-12-31,,32,2025-12-28
102628,BUG SUBTASK,Done,,,Equipe 1,2025-07-10,2025-07-28,,2025-08-03,,,2025-07-28
107721,BUG SUBTASK,Done,,,Equipe 1,2025-06-23,2025-07-17,,2025-07-05,,,2025-07-17
110827,INICIATIVE,Done,,,Equipe 1,2025-02-09,2025-03-03,,2025-02-22,,,2025-03-03
119048,TASK,Done,,,Equipe 1,2025-10-20,2025-11-13,,2025-11-13,,152,2025-11-13
105482,SUBTASK,Done,,,Equipe 2,2025-03-07,2025-04-02,,2025-03-20,,,2025-04-02
116388,EPIC,Done,,,Equipe 1,2025-07-10,2025-07-20,,2025-07-30,,,2025-07-20
115374,EPIC,Done,,,Equipe 1,2025-06-15,2025-07-13,,2025-06-29,2025-07-22,,2025-07-13
101905,SUBTASK,Done,,,Equipe 4,2025-03-12,2025-03-26,,2025-04-01,,,2025-03-26
121841,SUBTASK,Canceled,,,Equipe 1,2025-08-10,2025-08-29,,2025-09-05,,,2025-08-29
104841,SUBTASK,Done,,,Equipe 1,2025-09-29,2025-10-13,,2025-10-25,,,2025-10-13
118979,TASK,Done,,,Equipe 3,2025-03-28,2025-04-23,,2025-04-07,,80,2025-04-23
117760,SUBTASK,Done,,,Equipe 1,2025-05-10,2025-05-26,,2025-05-28,,,2025-05-26
115402,BUG SUBTASK,Done,,,Equipe 1,2025-05-15,2025-06-02,,2025-06-01,,,2025-06-02
118848,BUG SUBTASK,Done,,,Equipe 1,2025-07-14,2025-07-27,,2025-08-01,,,2025-07-27
107935,BUG SUBTASK,Done,,,Equipe 1,2025-12-17,2026-01-12,,2026-01-11,,,2026-01-12
114975,SUBTASK,Done,,,Equipe 1,2025-09-02,2025-09-19,,2025-09-23,,,2025-09-19
114004,BUG SUBTASK,Done,,,Equipe 1,2025-05-24,2025-06-13,,2025-06-19,,,2025-06-13
103140,TASK,Done,,,Equipe 1,2025-03-03,2025-04-02,,2025-03-15,,8,2025-04-02
106436,BUG SUBTASK,Done,,,Equipe 2,2025-10-06,2025-10-28,,2025-10-21,,,2025-10-28
117563,BUG SUBTASK,Canceled,,,Equipe 2,2025-08-22,2025-09-17,,2025-09-18,,,2025-09-17
123115,BUG,Done,MET,MET,Equipe 1,2025-11-13,2025-12-09,,2025-11-26,,124,2025-12-09
115993,BUG,Done,MET,MET,Equipe 1,2025-03-12,2025-04-04,,2025-03-24,,72,2025-04-04
120703,TASK,Canceled,,,Equipe 1,2025-08-02,2025-08-27,,2025-08-19,,116,2025-08-27
121867,SUBTASK,Canceled,,,Equipe 1,2025-10-18,2025-11-06,,2025-11-04,2025-11-19,,2025-11-06
107569,SUBTASK,Canceled,,,Equipe 2,2025-05-11,2025-06-09,,2025-06-02,,,2025-06-09
122201,SUBTASK,Done,,,Equipe 1,2025-04-20,2025-05-11,,2025-05-10,,,2025-05-11
121989,SUBTASK,Done,,,Equipe 1,2025-09-11,2025-09-27,,2025-09-24,,,2025-09-27
116819,INICIATIVE,Done,,,Equipe 1,2025-07-31,2025-08-23,,2025-08-28,,,2025-08-23
115939,SUBTASK,Done,,,Equipe 1,2025-12-30,2026-01-28,,2026-01-28,,,2026-01-28
111326,BUG,Canceled,MET,EXCEEDED,Equipe 1,2025-07-28,2025-08-17,,2025-08-09,,108,2025-08-17
110787,SUBTASK,Done,,,Equipe 1,2025-10-03,2025-10-30,,2025-10-25,,,2025-10-30
119604,BUG,Done,MET,MET,Equipe 2,2025-08-21,2025-09-14,,2025-09-03,,84,2025-09-14
123345,SUBTASK,Done,,,Equipe 2,2025-04-26,2025-05-12,,2025-05-10,,,2025-05-12
118673,BUG,Done,EXCEEDED,MET,Equipe 1,2025-07-16,2025-07-29,,2025-08-14,,140,2025-07-29
121997,SUBTASK,Done,,,Equipe 1,2025-11-22,2025-12-18,,2025-12-18,,,2025-12-18
101789,SUBTASK,Done,,,Equipe 1,2025-01-13,2025-02-11,,2025-02-07,,,2025-02-11
120078,INICIATIVE,Done,,,Equipe 1,2025-10-27,2025-11-11,,2025-11-20,,,2025-11-11
108589,BUG SUBTASK,Done,,,Equipe 1,2025-03-27,2025-04-19,,2025-04-06,,,2025-04-19
112365,SUBTASK,Done,,,Equipe 1,2025-07-31,2025-08-20,,2025-08-13,,,2025-08-20
100499,INICIATIVE,Done,,,Equipe 1,2025-07-29,2025-08-09,,2025-08-26,,,2025-08-09
122772,TASK,Done,,,Equipe 2,2025-07-23,2025-08-13,,2025-08-13,,64,2025-08-13
119558,TASK,Done,,,Equipe 1,2025-12-08,2025-12-21,2026-02-06,2025-12-24,,68,2025-12-21
106938,TASK,Done,,,Equipe 1,2025-09-16,2025-09-29,,2025-09-29,,116,2025-09-29
115857,SUBTASK,Done,,,Equipe 1,2025-09-02,2025-09-17,,2025-09-27,,,2025-09-17
102276,INICIATIVE,Done,,,Equipe 1,2025-08-13,2025-09-06,,2025-08-25,,,2025-09-06
105769,SUBTASK,Done,,,Equipe 2,2025-09-04,2025-09-21,,2025-09-22,,,2025-09-21
116997,BUG SUBTASK,Done,,,Equipe 2,2025-05-10,2025-05-26,,2025-05-24,2025-06-07,,2025-05-26
100948,SUBTASK,Done,,,Equipe 2,2025-08-09,2025-09-04,,2025-08-27,,,2025-09-04
100497,TASK,Done,,,Equipe 1,2025-04-12,2025-05-05,,2025-05-09,,148,2025-05-05
117056,SUBTASK,Done,,,Equipe 1,2025-09-25,2025-10-08,,2025-10-12,,,2025-10-08
123229,BUG,Done,MET,MET,Equipe 16,2025-10-29,2025-11-19,,2025-11-09,,96,2025-11-19
113854,SUBTASK,Done,,,Equipe 1,2025-05-25,2025-06-08,,2025-06-19,,,2025-06-08
102965,SUBTASK,Canceled,,,Equipe 1,2025-08-03,2025-08-29,,2025-09-01,,,2025-08-29
111110,TASK,Done,,,Equipe 1,2025-11-22,2025-12-17,,2025-12-05,,76,2025-12-17
100969,SUBTASK,Done,,,Equipe 2,2025-05-29,2025-06-08,,2025-06-18,,,2025-06-08
115396,BUG SUBTASK,Done,,,Equipe 5,2025-06-25,2025-07-18,,2025-07-05,,,2025-07-18
107764,SUBTASK,Done,,,Equipe 3,2025-08-26,2025-09-10,,2025-09-21,,,2025-09-10
111882,SUBTASK,Done,,,Equipe 7,2025-07-26,2025-08-13,,2025-08-15,,,2025-08-13
119041,BUG SUBTASK,Done,,,Equipe 1,2025-07-05,2025-08-02,,2025-07-30,,,2025-08-02
124388,SUBTASK,Done,,,Equipe 1,2025-10-09,2025-11-02,,2025-10-30,,,2025-11-02
121001,SUBTASK,Done,,,Equipe 1,2025-11-09,2025-12-06,,2025-12-07,,,2025-12-06
108606,SUBTASK,Done,,,Equipe 3,2025-05-25,2025-06-16,,2025-06-11,,,2025-06-16
116333,BUG SUBTASK,Done,,,Equipe 2,2025-02-27,2025-03-09,,2025-03-10,2025-03-23,,2025-03-09
111363,BUG SUBTASK,Done,,,Equipe 1,2025-07-23,2025-08-18,,2025-08-03,,,2025-08-18
110658,SUBTASK,Done,,,Equipe 7,2025-09-24,2025-10-05,,2025-10-22,,,2025-10-05
120879,INICIATIVE,Done,,,Equipe 6,2025-10-23,2025-11-09,,2025-11-13,,,2025-11-09
124255,TASK,Done,,,Equipe 2,2025-05-23,2025-06-13,,2025-06-13,,64,2025-06-13
103763,SUBTASK,Done,,,Equipe 1,2025-10-28,2025-11-18,,2025-11-26,,,2025-11-18
118479,TASK,Done,,,Equipe 1,2025-06-17,2025-07-09,,2025-07-02,,20,2025-07-09
119168,SUBTASK,Done,,,Equipe 2,2025-12-30,2026-01-14,,2026-01-24,,,2026-01-14
110758,EPIC,Canceled,,,Equipe 1,2025-12-01,2025-12-29,,2025-12-19,,,2025-12-29
117928,INICIATIVE,Done,,,Equipe 1,2025-02-01,2025-02-22,,2025-03-01,,,2025-02-22
123598,SUBTASK,Canceled,,,Equipe 1,2025-04-11,2025-04-29,,2025-04-25,,,2025-04-29
111112,TASK,Done,,,Equipe 1,2025-05-28,2025-06-07,,2025-06-27,,32,2025-06-07
120581,TASK,Done,,,Equipe 3,2025-07-29,2025-08-24,,2025-08-21,2025-09-12,92,2025-08-24
123585,EPIC,Canceled,,,Equipe 1,2025-03-13,2025-04-07,,2025-04-08,,,2025-04-07
113907,INICIATIVE,Done,,,Equipe 1,2025-07-19,2025-08-06,,2025-08-06,,,2025-08-06
116776,SUBTASK,Done,,,Equipe 1,2025-12-05,2025-12-16,,2025-12-20,,,2025-12-16
123053,SUBTASK,Done,,,Equipe 1,2025-05-24,2025-06-11,,2025-06-17,,,2025-06-11
102240,BUG SUBTASK,Done,,,Equipe 1,2025-05-27,2025-06-22,,2025-06-22,,,2025-06-22
112348,BUG SUBTASK,Done,,,Equipe 4,2025-08-01,2025-08-30,,2025-08-25,,,2025-08-30
122281,SUBTASK,Done,,,Equipe 1,2025-03-21,2025-04-12,,2025-04-08,2025-05-08,,2025-04-12
100043,TASK,Done,,,Equipe 1,2025-11-16,2025-12-08,,2025-12-08,,28,2025-12-08
112648,TASK,Done,,,Equipe 1,2025-05-13,2025-05-29,,2025-06-05,,112,2025-05-29
113904,TASK,Done,,,Equipe 2,2025-04-16,2025-05-02,,2025-05-09,,132,2025-05-02
102165,BUG SUBTASK,Done,,,Equipe 1,2025-03-14,2025-03-28,,2025-04-06,,,2025-03-28
109317,SUBTASK,Done,,,Equipe 1,2025-08-16,2025-08-28,,2025-09-07,,,2025-08-28
107945,TASK,Done,,,Equipe 1,2025-01-30,2025-02-10,,2025-02-23,,64,2025-02-10
109356,SUBTASK,Done,,,Equipe 2,2025-08-11,2025-08-29,,2025-09-05,,,2025-08-29
102089,BUG,Done,MET,MET,Equipe 1,2025-10-08,2025-10-20,,2025-10-19,2025-10-26,140,2025-10-20
104069,TASK,Done,,,Equipe 1,2025-06-04,2025-06-27,,2025-06-16,,76,2025-06-27
104117,BUG,Done,MET,MET,Equipe 5,2025-08-19,2025-09-15,,2025-09-08,,88,2025-09-15
104491,BUG SUBTASK,Done,,,Equipe 2,2025-10-04,2025-11-01,,2025-10-23,,,2025-11-01
110485,SUBTASK,Done,,,Equipe 1,2025-09-14,2025-09-29,,2025-09-25,,,2025-09-29
113939,BUG,Done,MET,EXCEEDED,Equipe 1,2025-09-15,2025-10-15,,2025-10-10,,96,2025-10-15
122070,BUG,Done,MET,MET,Equipe 1,2025-09-10,2025-09-23,,2025-10-09,,100,2025-09-23
109417,BUG,Done,EXCEEDED,MET,Equipe 1,2025-01-14,2025-02-04,,2025-02-03,,40,2025-02-04
112982,EPIC,Done,,,Equipe 1,2025-08-14,2025-08-29,,2025-08-30,,,2025-08-29
114592,BUG SUBTASK,Done,,,Equipe 1,2025-05-02,2025-05-20,,2025-05-15,,,2025-05-20
101178,BUG SUBTASK,Done,,,Equipe 2,2025-04-23,2025-05-23,,2025-05-17,,,2025-05-23
104136,SUBTASK,Done,,,Equipe 2,2025-03-20,2025-04-03,,2025-04-15,,,2025-04-03
114594,SUBTASK,Done,,,Equipe 2,2025-04-07,2025-05-05,,2025-05-07,,,2025-05-05
117973,SUBTASK,Done,,,Equipe 1,2025-08-27,2025-09-09,,2025-09-10,2025-09-18,,2025-09-09
107136,BUG,Done,EXCEEDED,MET,Equipe 1,2025-05-09,2025-06-04,,2025-06-04,,120,2025-06-04
123452,SUBTASK,Canceled,,,Equipe 1,2025-09-21,2025-10-14,,2025-10-01,2025-10-30,,2025-10-14
105936,BUG,Canceled,MET,MET,Equipe 2,2025-09-20,2025-10-10,,2025-10-01,,52,2025-10-10
116183,BUG SUBTASK,Done,,,Equipe 2,2025-07-28,2025-08-26,,2025-08-12,,,2025-08-26
108670,TASK,Done,,,Equipe 1,2025-10-19,2025-11-03,,2025-11-17,,132,2025-11-03
112927,TASK,Done,,,Equipe 1,2025-01-01,2025-01-21,,2025-01-27,,88,2025-01-21
117597,EPIC,Done,,,Equipe 1,2025-07-17,2025-07-28,,2025-08-08,,,2025-07-28
116548,SUBTASK,Canceled,,,Equipe 1,2025-07-28,2025-08-25,,2025-08-17,,,2025-08-25
105796,SUBTASK,Done,,,Equipe 2,2025-03-15,2025-04-02,,2025-04-04,,,2025-04-02
107335,BUG SUBTASK,Done,,,Equipe 1,2025-06-21,2025-07-17,,2025-07-09,,,2025-07-17
115245,SUBTASK,Done,,,Equipe 1,2025-08-12,2025-08-25,,2025-08-23,,,2025-08-25
105837,SUBTASK,Done,,,Equipe 1,2025-08-26,2025-09-17,,2025-09-19,,,2025-09-17
124509,SUBTASK,Done,,,Equipe 1,2025-04-07,2025-04-18,,2025-04-26,,,2025-04-18
117382,SUBTASK,Done,,,Equipe 1,2025-08-21,2025-09-04,,2025-09-01,,,2025-09-04
113338,BUG SUBTASK,Done,,,Equipe 1,2025-02-22,2025-03-23,,2025-03-15,2025-03-21,,2025-03-23
112933,SUBTASK,Done,,,Equipe 5,2025-08-02,2025-08-27,,2025-08-17,,,2025-08-27
102801,TASK,Done,,,Equipe 3,2025-04-22,2025-05-11,,2025-05-16,,156,2025-05-11
120641,TASK,Done,,,Equipe 1,2025-06-15,2025-06-27,,2025-06-30,2025-07-30,156,2025-06-27
103435,SUBTASK,Done,,,Equipe 1,2025-09-16,2025-09-28,,2025-10-16,,,2025-09-28
119834,INICIATIVE,Done,,,Equipe 1,2025-12-04,2025-12-14,,2025-12-21,,,2025-12-14
121305,SUBTASK,Done,,,Equipe 2,2025-05-09,2025-05-19,,2025-05-29,,,2025-05-19
104614,SUBTASK,Done,,,Equipe 1,2025-12-28,2026-01-17,,2026-01-14,,,2026-01-17
112559,BUG,Done,MET,MET,Equipe 1,2025-08-28,2025-09-25,,2025-09-11,,8,2025-09-25
105618,SUBTASK,Done,,,Equipe 1,2025-01-05,2025-01-31,,2025-02-03,,,2025-01-31
115197,TASK,Done,,,Equipe 1,2025-08-12,2025-08-30,,2025-08-29,,108,2025-08-30
116089,SUBTASK,Done,,,Equipe 1,2025-11-23,2025-12-15,,2025-12-22,,,2025-12-15
103997,SUBTASK,Done,,,Equipe 1,2025-06-03,2025-07-03,,2025-06-16,,,2025-07-03
113689,TASK,Done,,,Equipe 1,2025-02-09,2025-02-23,,2025-03-07,,120,2025-02-23
120623,SUBTASK,Done,,,Equipe 2,2025-12-20,2026-01-01,,2026-01-10,,,2026-01-01
110296,BUG SUBTASK,Done,,,Equipe 1,2025-06-26,2025-07-08,,2025-07-13,,,2025-07-08
124974,TASK,Done,,,Equipe 5,2025-11-20,2025-12-02,,2025-12-09,,80,2025-12-02
108254,BUG SUBTASK,Done,,,Equipe 1,2025-04-11,2025-05-01,,2025-04-24,,,2025-05-01
106892,BUG SUBTASK,Done,,,Equipe 1,2025-01-15,2025-02-09,,2025-01-29,,,2025-02-09
122052,TASK,Ready for Development,,,Equipe 1,2025-07-13,,,2025-07-26,,88,2025-07-13
117927,SUBTASK,Done,,,Equipe 1,2025-05-21,2025-06-05,,2025-06-03,,,2025-06-05
117672,TASK,Done,,,Equipe 1,2025-07-30,2025-08-22,,2025-08-15,,136,2025-08-22
116387,TASK,Done,,,Equipe 1,2025-09-09,2025-09-28,,2025-10-07,,152,2025-09-28
117688,SUBTASK,Done,,,Equipe 1,2025-10-12,2025-11-05,,2025-11-07,,,2025-11-05
118502,SUBTASK,Done,,,Equipe 1,2025-05-11,2025-06-03,,2025-06-03,,,2025-06-03
103778,SUBTASK,Done,,,Equipe 2,2025-06-21,2025-07-13,,2025-07-04,,,2025-07-13
106410,SUBTASK,Done,,,Equipe 7,2025-02-16,2025-02-26,,2025-03-10,,,2025-02-26
112527,SUBTASK,Done,,,Equipe 2,2025-02-25,2025-03-23,,2025-03-15,,,2025-03-23
106000,TASK,Done,,,Equipe 3,2025-10-22,2025-11-17,,2025-11-03,,8,2025-11-17
113713,SUBTASK,Done,,,Equipe 1,2025-05-11,2025-05-21,,2025-06-09,,,2025-05-21
102751,TASK,Done,,,Equipe 1,2025-08-23,2025-09-08,,2025-09-09,,36,2025-09-08
124757,SUBTASK,Done,,,Equipe 2,2025-06-23,2025-07-22,,2025-07-19,,,2025-07-22
122327,BUG,Canceled,MET,MET,Equipe 1,2025-08-29,2025-09-17,,2025-09-12,,140,2025-09-17
117637,BUG SUBTASK,Done,,,Equipe 1,2025-07-19,2025-08-07,,2025-08-16,,,2025-08-07
123178,SUBTASK,Done,,,Equipe 1,2025-06-29,2025-07-14,,2025-07-20,,,2025-07-14
124691,BUG SUBTASK,Done,,,Equipe 1,2025-05-01,2025-05-29,,2025-05-18,,,2025-05-29
116953,SUBTASK,Done,,,Equipe 1,2025-08-22,2025-09-07,,2025-09-01,,,2025-09-07
109017,BUG SUBTASK,Done,,,Equipe 1,2025-03-24,2025-04-13,,2025-04-16,2025-05-12,,2025-04-13
112804,INICIATIVE,Done,,,Equipe 3,2025-08-16,2025-09-03,,2025-08-28,2025-09-02,,2025-09-03
100913,INICIATIVE,Done,,,Equipe 1,2025-09-23,2025-10-16,,2025-10-13,,,2025-10-16
121014,SUBTASK,Done,,,Equipe 1,2025-10-25,2025-11-05,,2025-11-18,,,2025-11-05
106879,SUBTASK,Done,,,Equipe 3,2025-08-11,2025-08-26,,2025-09-03,,,2025-08-26
104669,INICIATIVE,Done,,,Equipe 1,2025-09-22,2025-10-07,,2025-10-02,,,2025-10-07
111655,SUBTASK,Canceled,,,Equipe 7,2025-03-02,2025-03-21,,2025-03-15,,,2025-03-21
111684,TASK,Done,,,Equipe 1,2025-06-23,2025-07-09,,2025-07-11,,84,2025-07-09
100280,BUG,Canceled,MET,MET,Equipe 1,2025-01-27,2025-02-14,,2025-02-19,,44,2025-02-14
118079,SUBTASK,Done,,,Equipe 1,2025-03-31,2025-04-12,,2025-04-21,,,2025-04-12
112618,BUG,Done,MET,MET,Equipe 1,2025-10-21,2025-11-09,,2025-11-01,,120,2025-11-09
117729,BUG SUBTASK,Done,,,Equipe 1,2025-03-14,2025-04-13,,2025-04-10,,,2025-04-13
102171,SUBTASK,Done,,,Equipe 1,2025-07-14,2025-08-11,,2025-08-09,,,2025-08-11
122628,BUG SUBTASK,Done,,,Equipe 1,2025-06-30,2025-07-21,,2025-07-19,,,2025-07-21
120708,SUBTASK,Canceled,,,Equipe 1,2025-03-01,2025-03-22,,2025-03-30,,,2025-03-22
120630,BUG,Canceled,MET,MET,Equipe 1,2025-08-26,2025-09-08,,2025-09-16,,80,2025-09-08
108519,BUG,Canceled,MET,MET,Equipe 1,2025-03-14,2025-04-08,,2025-04-04,,12,2025-04-08
117092,SUBTASK,Done,,,Equipe 1,2025-03-22,2025-04-11,,2025-04-20,,,2025-04-11
112909,SUBTASK,Done,,,Equipe 1,2025-08-06,2025-08-20,,2025-08-16,,,2025-08-20
109098,TASK,Done,,,Equipe 1,2025-05-21,2025-06-11,,2025-06-14,,52,2025-06-11
101505,TASK,Done,,,Equipe 2,2025-10-27,2025-11-19,,2025-11-06,,20,2025-11-19
105030,BUG SUBTASK,Done,,,Equipe 3,2025-04-26,2025-05-19,,2025-05-10,,,2025-05-19
100443,SUBTASK,Done,,,Equipe 1,2025-08-12,2025-08-26,,2025-09-04,,,2025-08-26
122525,TASK,Done,,,Equipe 1,2025-06-02,2025-06-29,,2025-06-28,,64,2025-06-29
109393,EPIC,Done,,,Equipe 1,2025-10-27,2025-11-21,,2025-11-14,,,2025-11-21
113085,SUBTASK,Done,,,Equipe 1,2025-08-13,2025-09-05,,2025-09-11,,,2025-09-05
114680,SUBTASK,Done,,,Equipe 2,2025-08-08,2025-08-25,,2025-08-23,,,2025-08-25
102663,BUG,Canceled,MET,MET,Equipe 1,2025-03-16,2025-03-28,,2025-04-05,,36,2025-03-28
108037,TASK,Canceled,,,Equipe 6,2025-01-22,2025-02-06,,2025-02-12,,88,2025-02-06
113150,BUG,Done,MET,MET,Equipe 1,2025-07-17,2025-08-01,,2025-07-28,,8,2025-08-01
120593,SUBTASK,Done,,,Equipe 2,2025-06-04,2025-07-01,,2025-06-20,,,2025-07-01
124896,BUG,Done,MET,MET,Equipe 2,2025-09-14,2025-09-27,,2025-10-02,,152,2025-09-27
116121,TASK,In Technical Analysis,,,Equipe 1,2025-10-03,,,2025-10-24,,44,2025-10-03
108202,TASK,Done,,,Equipe 1,2025-06-19,2025-07-19,,2025-07-04,,60,2025-07-19
123539,TASK,Done,,,Equipe 1,2025-08-22,2025-09-04,,2025-09-18,,16,2025-09-04
108852,EPIC,Done,,,Equipe 1,2025-08-14,2025-09-11,,2025-09-04,,,2025-09-11
118570,BUG,Done,MET,MET,Equipe 1,2025-06-27,2025-07-07,,2025-07-07,,92,2025-07-07
117206,TASK,Done,,,Equipe 1,2025-06-22,2025-07-21,,2025-07-21,,60,2025-07-21
104732,BUG,Done,MET,MET,Equipe 4,2025-05-20,2025-06-19,,2025-05-31,2025-06-15,160,2025-06-19
123328,SUBTASK,Canceled,,,Equipe 5,2025-07-06,2025-07-23,,2025-07-20,,,2025-07-23
117105,BUG,Done,MET,MET,Equipe 1,2025-06-20,2025-07-17,,2025-07-15,,32,2025-07-17
120870,BUG,Done,MET,MET,Equipe 1,2025-08-03,2025-08-13,,2025-08-31,,144,2025-08-13
114852,SUBTASK,Done,,,Equipe 1,2025-04-17,2025-05-13,,2025-05-04,,,2025-05-13
124506,SUBTASK,Done,,,Equipe 1,2025-10-02,2025-10-30,,2025-10-15,,,2025-10-30
107259,BUG,Done,MET,MET,Equipe 1,2025-03-07,2025-04-01,,2025-03-19,,96,2025-04-01
119291,SUBTASK,Done,,,Equipe 1,2025-07-02,2025-08-01,,2025-07-28,,,2025-08-01
110993,BUG SUBTASK,Done,,,Equipe 1,2025-06-17,2025-07-08,,2025-07-16,,,2025-07-08
100943,SUBTASK,Done,,,Equipe 1,2025-07-03,2025-07-23,,2025-07-28,,,2025-07-23
111948,SUBTASK,Done,,,Equipe 1,2025-08-24,2025-09-18,,2025-09-21,,,2025-09-18
121817,SUBTASK,Done,,,Equipe 2,2025-11-10,2025-11-27,,2025-12-07,,,2025-11-27
109759,SUBTASK,Canceled,,,Equipe 1,2025-08-05,2025-08-26,,2025-08-16,,,2025-08-26
111502,SUBTASK,Done,,,Equipe 1,2025-03-07,2025-04-01,,2025-04-04,,,2025-04-01
114477,TASK,Canceled,,,Equipe 1,2025-10-08,2025-10-18,,2025-11-01,,24,2025-10-18
115084,BUG SUBTASK,Done,,,Equipe 1,2025-05-06,2025-05-22,,2025-05-30,2025-06-05,,2025-05-22
108685,BUG SUBTASK,Done,,,Equipe 1,2025-08-28,2025-09-13,,2025-09-15,,,2025-09-13
100339,SUBTASK,Done,,,Equipe 1,2025-04-23,2025-05-12,,2025-05-22,,,2025-05-12
114939,SUBTASK,Done,,,Equipe 1,2025-09-20,2025-10-08,,2025-10-20,,,2025-10-08
119059,SUBTASK,Done,,,Equipe 1,2025-11-10,2025-11-23,,2025-12-06,,,2025-11-23
100309,SUBTASK,Done,,,Equipe 1,2025-07-23,2025-08-14,,2025-08-11,,,2025-08-14
100425,TASK,Done,,,Equipe 2,2025-07-13,2025-08-07,,2025-08-04,,68,2025-08-07
102876,BUG,Done,MET,MET,Equipe 1,2025-05-30,2025-06-10,,2025-06-15,,160,2025-06-10
116894,BUG,Done,MET,EXCEEDED,Equipe 4,2025-03-20,2025-04-06,,2025-04-18,,116,2025-04-06
117066,SUBTASK,Done,,,Equipe 1,2025-05-23,2025-06-13,,2025-06-16,,,2025-06-13
109176,SUBTASK,Done,,,Equipe 1,2025-06-06,2025-07-02,,2025-06-26,,,2025-07-02
117991,TASK,Canceled,,,Equipe 3,2025-04-29,2025-05-14,,2025-05-28,,160,2025-05-14
124238,TASK,Done,,,Equipe 1,2025-05-09,2025-05-28,,2025-05-27,,128,2025-05-28
109978,SUBTASK,Done,,,Equipe 1,2025-08-04,2025-08-18,,2025-08-30,,,2025-08-18
121054,TASK,Canceled,,,Equipe 1,2025-07-18,2025-08-10,,2025-08-14,,52,2025-08-10
117198,SUBTASK,Done,,,Equipe 2,2025-08-20,2025-08-30,,2025-09-04,,,2025-08-30
120340,TASK,Done,,,Equipe 2,2025-09-29,2025-10-14,,2025-10-11,2025-10-24,8,2025-10-14
123943,BUG,Done,MET,MET,Equipe 3,2025-09-12,2025-09-27,,2025-09-30,,80,2025-09-27
115567,TASK,Done,,,Equipe 1,2025-08-19,2025-09-16,,2025-08-30,,40,2025-09-16
122504,TASK,Done,,,Equipe 1,2025-02-21,2025-03-11,,2025-03-19,,136,2025-03-11
103133,BUG,Done,MET,MET,Equipe 1,2025-12-05,2025-12-24,,2025-12-31,,128,2025-12-24
117003,SUBTASK,Canceled,,,Equipe 1,2025-08-08,2025-08-22,,2025-09-04,,,2025-08-22
113994,BUG SUBTASK,Done,,,Equipe 1,2025-07-19,2025-07-30,,2025-08-17,,,2025-07-30
120814,BUG,Done,MET,MET,Equipe 1,2025-08-02,2025-08-12,,2025-08-13,,148,2025-08-12
108439,BUG,Done,MET,MET,Equipe 1,2025-02-12,2025-02-28,,2025-02-28,,28,2025-02-28
112324,TASK,Canceled,,,Equipe 7,2025-04-14,2025-04-24,,2025-04-29,,136,2025-04-24
111375,TASK,Done,,,Equipe 1,2025-05-22,2025-06-13,,2025-06-09,,56,2025-06-13
113190,TASK,Canceled,,,Equipe 1,2025-03-05,2025-03-22,,2025-04-02,,36,2025-03-22
124579,SUBTASK,Done,,,Equipe 2,2025-08-07,2025-08-19,,2025-08-29,,,2025-08-19
106851,TASK,Done,,,Equipe 1,2025-01-27,2025-02-23,,2025-02-21,,156,2025-02-23
121475,SUBTASK,Done,,,Equipe 1,2025-03-07,2025-03-17,,2025-04-04,,,2025-03-17
119540,SUBTASK,Done,,,Equipe 1,2025-05-16,2025-05-28,,2025-06-02,,,2025-05-28
113685,SUBTASK,Done,,,Equipe 1,2025-06-12,2025-07-03,,2025-07-08,,,2025-07-03
100530,TASK,Done,,,Equipe 1,2025-10-29,2025-11-10,,2025-11-15,,100,2025-11-10
105698,SUBTASK,Done,,,Equipe 2,2025-03-10,2025-04-07,,2025-03-31,,,2025-04-07
124742,INICIATIVE,Done,,,Equipe 1,2025-09-10,2025-10-03,,2025-10-05,,,2025-10-03
117824,BUG,Done,MET,MET,Equipe 1,2025-04-13,2025-05-08,,2025-05-05,,56,2025-05-08
105704,BUG SUBTASK,Done,,,Equipe 1,2025-07-08,2025-08-06,,2025-07-30,,,2025-08-06
107828,TASK,Done,,,Equipe 1,2025-11-10,2025-11-22,,2025-12-07,,148,2025-11-22
115400,BUG SUBTASK,Canceled,,,Equipe 7,2025-04-11,2025-04-28,,2025-04-21,,,2025-04-28
122296,BUG,Done,MET,EXCEEDED,Equipe 2,2025-03-02,2025-03-23,,2025-03-12,,48,2025-03-23
118152,SUBTASK,Done,,,Equipe 1,2025-06-24,2025-07-16,,2025-07-19,,,2025-07-16
105770,TASK,Done,,,Equipe 1,2025-06-06,2025-07-05,,2025-07-02,,72,2025-07-05
117987,SUBTASK,Done,,,Equipe 1,2025-09-05,2025-10-01,,2025-09-26,,,2025-10-01
